title;summary;url
Кюрюлюр;"Кюрюлюр (якут. Күрүлүүр, в переводе на русский — водопад) — водопады на реке Менда Хангаласского улуса Якутии. Расположены на правобережье Лены в таёжной зоне в 110 километрах по автодороге от Якутска. Популярное место отдыха.
Передан в аренду частным лицам, которые провели обустройство прилегающей территории.";https://ru.wikipedia.org/wiki/%D0%9A%D1%8E%D1%80%D1%8E%D0%BB%D1%8E%D1%80
Лангфоссен;"Лангфоссен (норв. Langfossen) — водопад каскадного типа, расположенный на реке Вауле (норв. Vaulaelva) в муниципалитете Этне в западной Норвегии.
Общая высота падения составляет 612 метров, это пятый по высоте водопад в стране. Средняя ширина — 76 метров. Сила потока воды не изменяется в течение года. Европейская дорога E134 проходит возле Лангфоссена, что делает его легко доступным для посещения.";https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BD%D0%B3%D1%84%D0%BE%D1%81%D1%81%D0%B5%D0%BD
Леди-Баррон (водопад);Леди-Баррон (англ. Lady Barron Falls) — водопад, находящийся на территории национального парка Маунт-Филд на острове Тасмания (Австралия).;https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B4%D0%B8-%D0%91%D0%B0%D1%80%D1%80%D0%BE%D0%BD_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Лихтенхайнский водопад;Лихтенхайнский водопад (нем. Lichtenhainer Wasserfall) — водопад, который находится в долине реки Кирнич и является одним из самых известных туристических мест Саксонской Швейцарии.;https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D1%85%D1%82%D0%B5%D0%BD%D1%85%D0%B0%D0%B9%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Лотефосс;"Лотефосс (норв. Låtefossen) — водопад, расположенный в коммуне Одда, на западе Норвегии.

";https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D1%82%D0%B5%D1%84%D0%BE%D1%81%D1%81
Лошадиный Хвост (водопад);Лошадиный Хвост (англ. Horsetail Fall) — водопад в Йосемитском национальном парке в Калифорнии, США. Расположен на восточном склоне горы Эль-Капитан. Общая высота водопада составляет 650 метров. Водопад был открыт Джозефом Реддефордом Уолкером в 1833 году.;https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D1%88%D0%B0%D0%B4%D0%B8%D0%BD%D1%8B%D0%B9_%D0%A5%D0%B2%D0%BE%D1%81%D1%82_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Лужковский водопад;Лужковский водопад (укр. Лужківський водоспад) — водопад на Украине в Украинских Карпатах (массив Покутско-Буковинские Карпаты). Расположен в Косовском районе Ивано-Франковской области, западнее села Великий Рожин. Высота — 14 метров.;https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%B6%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Ляжгинский водопад;"Ля́жгинский водопад (ингуш. Ля́жгера хурхал) — водопад в России. Является крупнейшим водопадом в Ингушетии. Высота водопада составляет почти 20 метров, ширина — 5 метров. Высота над уровнем моря — 1310 м.
Находится в Джейрахском ущелье (Джейрахский район) почти в 2 км к юго-востоку от курорта Армхи и к юго-западу от поселения Ляжги. Водопад образуется левым притоком реки Армхи — рекой Ляжги (Лош-хи), протекающим в Ляжгинском ущелье.";https://ru.wikipedia.org/wiki/%D0%9B%D1%8F%D0%B6%D0%B3%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Малтнома;Малтнома или Малтно́мах (англ. Multnomah Falls) — водопад на реке Колумбия, в американском штате Орегон. Высота — 165 м, ширина — 3 м.;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%82%D0%BD%D0%BE%D0%BC%D0%B0
Малый Жомболок;"Малый Жомболок — водопад высотой 20-22 м, расположенный на одной из проток реки Жомболок вблизи места её впадения в Оку Саянскую в Окинском районе Бурятии. Первое упоминание о водопаде возникло ещё в XIX веке, тогда эти места посетил географ, русский князь П. А. Кропоткин.
За несколько километров река Жомболок делится на два протока. Основная мощным потоком пронзает базальт и впадает в Оку, не образуя водопадов. Узкая — Бага-Жомболок протекает по равнинной местности залитой застывшей лавой до обрывистого каньона реки Ока, где и образует водопад Малый Жомболок.
У местных жителей водопад — священное место. Наверху расположена беседка-бурхан.
К водопаду можно подъехать на любой легковой машине, это популярное место для экскурсий.
В 2014 году участок вокруг водопада облагородили, сделали ограждение по периметру и смотровые площадки, так же сделали лестницу, позволяющую спуститься к водопаду, площадку под самим водопадом и пару кабинок для переодевания.
Зимой водопад замерзает, образуя мощный сталактит и сталагмит.";https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8B%D0%B9_%D0%96%D0%BE%D0%BC%D0%B1%D0%BE%D0%BB%D0%BE%D0%BA
Малый Янискенгас;Малый Янискенгас — водопад на реке Кутсайоки в Мурманской области России. Высота приблизительно 8-10 метров. Левая часть являет собой 30-метровый мелководный водоскат с углом наклона в 30-35°. Правая состоит из 2 ступеней. Первая ступень — вертикальное падение воды с высоты около 6-7 метров в лагуну. Из лагуны аналогичное вертикальное падение. В туристической топонимике встречается под названием «Оба-на». Водопад считается проходимым для водного туризма, однако сложность его прохождения оценена высшим баллом — 6 категории сложности. Дополнительная опасность водопада для туристов заключается в том, что с наплыва он абсолютно не слышен и визуально заметен слабо.;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8B%D0%B9_%D0%AF%D0%BD%D0%B8%D1%81%D0%BA%D0%B5%D0%BD%D0%B3%D0%B0%D1%81
Манавгат (водопад);"Манавгат — водопад на реке Манавгат в провинции Анталья, Турции. Находится около античного города Сиде и в 3 км от города Манавгат.
Широкий поток воды падает с небольшой высоты. Во время паводка исчезает под высокой водой. В 12 км севернее водопада находится плотина Оймапинар. 
Водопад изображён на оборотной стороне банкноты достоинством 5 лир, выпускавшейся с 1968 года по 1983 год.
После анализа нескольких тысяч обзоров и запросов в Интернете, водопад Манавгат был включён в список 25 лучших направлений в Европе, как одно из наиболее привлекательных мест для путешественников в 2019 году. Веб-портал MSN в июле 2019 года включил Манавгат в список самых очаровательных водопадов, которые стоит посетить. Окрестные пляжи и курорты ежегодно привлекают сотни тысяч местных и иностранных туристов. В последнее время река и водопад Манавгат, в частности, страдают от туристического наплыва и связанных с ним экологических проблем.";https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D0%B0%D0%B2%D0%B3%D0%B0%D1%82_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Маноа (водопад);Маноа (англ. Manoa) — водопад в округе Гонолулу штата Гавайи в Соединённых Штатах Америки. Расположен на острове Оаху — одном из Гавайских островов.;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D0%BE%D0%B0_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Манявский водопад;"Манявский водопа́д (укр. Манявський водоспад) — водопад в Украинских Карпатах (массив Горганы), гидрологический памятник природы общегосударственного значения.. Расположен в пределах Богородчанского района Ивано-Франковской области, на юго-запад от села Манявы.
Водопад расположен на реке Манявка (приток Быстрицы Солотвинской), в живописном ущелье, среди отвесных гор. Высота падения воды ок. 20 м. Один из самых высоких водопадов в Украинских Карпатах. Приблизительно 200 м долины реки Манявки у водопада имеет форму каньона с высотой стен до 20 м. Ниже по течению — несколько порогов высотой до 2 м.";https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D1%8F%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Маргунский водопад;Маргунский водопад (перс. آبشار مارگون‎ Āбшāр-е Мāргун, досл. «змеевидный водопад») — водопад в области Фарс на юго-западе Ирана. Считается одним из красивейших водопадов страны.;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%B3%D1%83%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Мардалсфоссен;"Ма́рдалсфоссен (норв. Mardalsfossen) — водопад в Норвегии, один из десяти крупнейших водопадов Европы.
Водопад находится в районе муниципалитета Нессет губернии Мёре-ог-Ромсдал. Общая высота водопада составляет, в зависимости от методики измерений, от 645 до 705 метров. У водопада 2 больших уступа и несколько маленьких; наибольшая высота свободного падения воды, по разным источникам, около 250-ти или 320 метров.
Название водопада происходит от слов Mardalen (название долины) и foss («водопад»). Слово Mardalen, в свою очередь, возможно, происходит от слов dal («долина») и Mara («рыть»). Водопад изображён на гербе Нессета.
После строительства на водопаде гидроэлектростанции (начала работу в 1975 году) бо́льшую часть года вода движется по гидросистеме. Через водопад она пропускается лишь в период с 20 июня по 20 августа, во время туристического сезона. Начиная с 1991 года, поток воды в водопаде поддерживается на уровне 2,5 м³/с с 20 июня по 31 июля и 2 м³/с — с 1 по 20 августа. Следует заметить, что естественный поток воды (до постройки ГЭС) в июле был даже меньше, чем 2,5 м³/с; с другой стороны, естественный поток в полноводное время года был значительно больше — измеренный максимум составляет 45 м³/с.В 1970 году состоялась акция протеста против такой схемы строительства электростанции, фактически предусматривающей ликвидацию водопада. Тогда Арне Несс, норвежский основатель движения глубинной экологии, и ещё триста человек в знак протеста связали себя.";https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%B4%D0%B0%D0%BB%D1%81%D1%84%D0%BE%D1%81%D1%81%D0%B5%D0%BD
Марморе;"Марморе (итал. Cascata delle Marmore) — рукотворный исторический водопад, который находится в 7,5 км от города Терни в итальянском регионе Умбрия. Высочайший водопад Умбрии; по некоторым данным, высочайший рукотворный водопад Европы или даже всего мира. Популярная достопримечательность, водопад имеет как эстетическую, так и историко-инженерную ценность. Внесён в предварительный список объектов Всемирного наследия ЮНЕСКО.";https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%BC%D0%BE%D1%80%D0%B5
Массандровский водопад;"Массандровский водопад, также Массандровский источник — небольшой водопад в Крыму, каптированный карстовый источник на юго-западном склоне Никитской яйлы (южный склон Крымских гор). Источник находится среди скал и лесного массива на высоте 240 м над уровнем моря. Массандровский водопад — мощный карстовый источник с наибольшим расходом воды в паводок в 22,8 м³/с.
Массандровский водопад — исток Гувы — использовался для водоснабжения Массандровского имения князя М. С. Воронцова и всей Ялты. На реке Гува в прошлом работала малая гидроэлектростанция с максимальной мощностью 50 л. с.. Водоохранная зона реки установлена в 50 м.
В 1847, 1867 и 1869 гг между городом Ялтой и владельцем Массандровского имения князем Воронцовым были заключены договора на бесплатное использование воды из источника Массандровский водопад для нужд жителей города. Перед поступлением в городской колодец вода проходила через слой мелких камней, а затем отводилась в город по трубе диаметром 1 5/8 вершка (~72 мм).
В 1889 году имение было продано удельному ведомству. Тогда же началось переустройство источника и водопровода, а 2 года спустя у источника водопада была построена плотина.
По акту 18 июня 1889 года «вода источника очень свежая, чистая, не издавала ни малейшего запаха и не имела никакого привкуса, а равно никаких загрязнений и засорений не обнаружено, температура воды от 7° до 8°R. Приток воды несравненно больше, чем может принять в себя приёмная труба».
Гидрогеологическое описание источника вошло в отчёт В. И. Лучицкого ""Гидрогеологические исследования в Ялтинском районе: «Массандровский источник выходит сильной струёй из известняковых глыбовых наносов; часть глыб образует в сущности небольшой массив известняка с пластовым характером. Вода вытекает по направлению слоистости и падения слоёв его из-под искусственно сложенной стенки, являющейся в то же время и каптажём источника. Отсюда вода с шумом стекает по глыбам известняка вниз на протяжении до 21 м и затем падает по отдельным искусственно сложенным уступам высотой до 2 м. Вода частично поступает в Ялтинский водопровод, избыток в Массандру.»
Массандровский водопад — источник питьевого водоснабжения Ялты. Территория источника огорожена и является охранной зоной, в 2017 году ограждение периметра усилили.";https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%81%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Медвежий (водопад, Казахстан);"Медвежий водопад (каз. Аюлы сарқырамасы) расположен в Енбекшиказахском районе Алматинской области Казахстана в Тургеньском ущелье. Падает с высоты около 30 метров. Расположен на южном склоне хребта Караш, на ручье, стекающем из-под перевала Жамбас. Водопад расположен на высоте 1530—1550 метров над уровнем моря.
Название водопада не случайно. В 1960-е годы в Тургеньском ущелье водились бурые медведи.
Памятник природы находится на территории Государственного национального парка Иле-Алатау. Тропа, ведущая к «Медвежьему», начинается от 19 км ущелья. Протяжённость маршрута около 1,5 км.";https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B6%D0%B8%D0%B9_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4,_%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD)
Медовые водопады;"Медовые водопады (карач.-балк. Бал чучхурла) — группа водопадов на реках Аликоновка и Эчки-Баш в Малокарачаевском районе Карачаево-Черкесии, Российская Федерация. Также так называются природно-рекреационный объект и турбаза. Ближайший населённый пункт — Коммунстрой. Расстояние до центра района села Учкекен — 10 км, до города Кисловодска — 20 км.
Группу Медовых водопадов образуют 5 водопадов, из них 3 (Жемчужный, Скрытый и Шумный, или Чёртова мельница) находятся на реке Аликоновке, глубоким каньоном прорезающей Скалистый хребет Северного Кавказа, а ещё 2 (Большой и Малый Медовые) — на речке Эчки-Баш (Козья голова), падающей в Аликоновку с высоты 18 м. Самый высокий из всей группы — Большой Медовый водопад (18 м), а самым мощным считается Жемчужный.
На территории природно-рекреационного комплекса находятся турбаза, ресторан, этнографический музей «Карачаевское подворье». Сюда часто возят на экскурсии туристов из Кисловодска и других городов региона Кавказских Минеральных Вод.
Название водопадов происходит от местной легенды, гласящей, что в древности в скалах возле водопадов гнездились пчёлы.";https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%BE%D0%B2%D1%8B%D0%B5_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B
Меле (водопад);"Меле (англ.  Mele Cascades ) — водопад на острове Эфате в Вануату, в 12 километрах от города Порт Вила.
Впечатляющий 20-метровый каскад с природными бассейнами расположен у подножия горы Клемс (англ.  Klem´s Hill). 
Дорога к водопаду ведёт через ботанический сад тропической растительности. 
Водопад используется как место отдыха и релаксации. За вход на прилегающую территорию взимается плата.";https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BB%D0%B5_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Мидаграбинские водопады;"Мида́граби́нские водопа́ды — группа водопадов расположенных в Северной Осетии в верховьях Гизельдонского ущелья на правом борту реки Мидаграбиндон.
В Мидаграбинском ущелье насчитывается более 50 водопадов, среди них есть мелкие и крупные каскады, сезонные и постоянные. В отдельный класс можно объединить 8 больших водопадов, которые прекращают движение только в период морозов. Это водопады Зейгалан, Тахкадон, Хрустальные (группа из четырех потоков) и Зеленые (два потока).";https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%B4%D0%B0%D0%B3%D1%80%D0%B0%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B5_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B
Мира (водопады, округ Винер-Нойштадт);Мира (нем. Myrafälle, или реже нем. Mirafälle) — система водопадов, расположенная в ущелье в австрийском муниципалитете Муггендорф земли Нижняя Австрия. Их не следует путать с водопадами Мира (Mirafall) в 50 км западнее Этчерграбена. Овраг был образован ручьём Миррабах — небольшим притоком Пиестя. Водопады Мира начинаются у подножья Унтерберга и питаются из источника Миралуки, в свою очередь берущего воду их подземного озера. Несмотря на свой небольшой размер — всего в несколько километров — система водопадов использовалась для работы большого количества мельниц и лесопилок в долине.;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%B0_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B,_%D0%BE%D0%BA%D1%80%D1%83%D0%B3_%D0%92%D0%B8%D0%BD%D0%B5%D1%80-%D0%9D%D0%BE%D0%B9%D1%88%D1%82%D0%B0%D0%B4%D1%82)
Могак (водопад);"Могак — водопад на юго-востоке Башкортостана, в Абзелиловском районе. Образуется падением горной речки Могак с горы Кандывиль хребта Крыктытау. Добраться до водопада можно от Белорецка или Магнитогорска.
Водопад Могак, как и подобный ему Кук-Караук, лучше всего посещать в конце апреля-начале мая. В это время можно застать максимально большую воду. Ревущий поток скачет через несколько уступов, образуя красивые каскады.
Летом, в межень, этот водопад почти не виден.";https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B3%D0%B0%D0%BA_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Монгефоссен;Монгефоссен (норв. Mongefossen) — четвёртый по высоте водопад в мире, расположен на реке Монге (норв. Monge) в Норвегии. Находится в муниципалитете Рёума в губернии Мёре-ог-Ромсдал. Неподалёку от Монгефоссена проходят европейская дорога E136 и протекает река Рёума. Высота составляет около 773 метров. Вблизи него проходит железнодорожная линия Рёума.;https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D0%B3%D0%B5%D1%84%D0%BE%D1%81%D1%81%D0%B5%D0%BD
Му-Пагоа;"Му-Пагоа (англ.  Mu Pagoa Falls) — водопад на острове Савайи в Самоа. Высота падения воды — 5 метров.
Находится на южном побережье острова Савайи, рядом с трассой Саут-Кост-роуд, в восьми километрах от плантации Лелоло (англ.  Lelolo Plantation), у восточного входа в деревню Гаутаваи (англ.  Gautavai village ), где река Вайола (англ.  Vaiola River ) — самая крупная река Самоа с грохотом обрушивается с черных скал в море прямо под мостом шоссе.";https://ru.wikipedia.org/wiki/%D0%9C%D1%83-%D0%9F%D0%B0%D0%B3%D0%BE%D0%B0
Мутарази;Мутарази (шона Mtarazi Falls, англ. Mutarazi Falls) — один из самых высоких водопадов в Африке (2-е место), располагается в провинции Маникаленд в Зимбабве.;https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%82%D0%B0%D1%80%D0%B0%D0%B7%D0%B8
Водопад на реке Урик;"Водопад на реке Урик — водопад высотой 8 м, расположенный на реке Урик в Окинском районе Бурятии. 
Находится в каньоне Водопадный в 25 км от выхода реки из ущелья. Ориентиром у водников служит галечная коса (в большую воду остров), расположенная перед водопадом у правого берега. С косы видны резкий перепад высот и водяная пыль, здесь отличная площадка для приземления любого вертолёта. 
Под водопадом на правом берегу расположен музей туристов.";https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4_%D0%BD%D0%B0_%D1%80%D0%B5%D0%BA%D0%B5_%D0%A3%D1%80%D0%B8%D0%BA
Нгонье (водопад);"Нгонье (также: Водопад Сиома; англ. Ngonye Falls) — водопад на реке Замбези, на западе Замбии, близ населённого пункта Сиома. 
Расположен в нескольких сотнях километров вверх по течению от водопада Виктория, в двух-трёх дня пути от столицы страны, города Лусака. Труднодоступность делает Нгонье гораздо менее известным, чем водопад Виктория. Сформирован теми же геологическими процессами, что и более известный сосед. Высота составляет всего 10-25 метров, однако ширина водопада впечатляет. Имеет форму полумесяца или подковы.";https://ru.wikipedia.org/wiki/%D0%9D%D0%B3%D0%BE%D0%BD%D1%8C%D0%B5_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Невада (водопад);Нева́да (англ. Nevada Fall) — крупный водопад в верхнем течении реки Мерсед, находящийся на территории Национального парка Йосемити в Калифорнии (США). Высота падения воды — 181 м. Верхняя точка водопада находится на высоте 1801 м над уровнем моря.;https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B2%D0%B0%D0%B4%D0%B0_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Неожиданный (водопад);"Неожиданный (Горбатый) — водопад на левом притоке реки Стеклянухи, ручье Левый Горбатый Ключ. Высота водопада порядка 8 метров. Памятник природы регионального значения с 14 августа 1987 года.
В ста метрах ниже водопада на правом берегу ручья находится вертикальная стена, сложенная из базальтовых шестигранных столбов (результат кристаллизации при остывании).";https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BE%D0%B6%D0%B8%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Ниагарский водопад;"Ниага́рский водопа́д (англ. Niagara Falls /naɪˈæɡrə/, фр. Chutes Niagara) — комплекс водопадов на реке Ниагаре, отделяющий американский штат Нью-Йорк от канадской провинции Онтарио. Ниагарские водопады — это водопад «Подкова» (англ. Horseshoe Falls), иногда ещё называемый «Канадским водопадом» (англ. Canadian Falls), «Американский водопад» (англ. American Falls) и водопад «Фата́» (англ. Bridal Veil Falls). Хотя перепад высот и не очень велик, водопады очень широки, и по объёму проходящей через него воды Ниагарский водопад — самый мощный в Северной Америке.
Водопад был открыт французскими колонистами в XVII веке, однако ещё многие годы после этого оставался почти неизвестным широкой публике. Первые поселения европейцев здесь появились после объявления независимости США, когда в молодой республике стали строиться дороги и появилось понятие «фронтир». По результатам англо-американской войны 1812—1815 годов часть водопада оказалась на стороне США, а другая часть на стороне британских лоялистов, из потомков которых впоследствии образовалось государство Канада.
Первыми посетителями водопада были весьма состоятельные европейцы, в том числе королевских кровей; ради них были построены первые таверны и гостевые дома. Туризм стал более доступным в результате строительства каналов в первой половине XIX века, а затем увеличился с появлением железных дорог. Развитие туризма на канадском, более привлекательным с точки зрения обзора, берегу было более интенсивным — здесь открылись многочисленные гостиницы и сувенирные магазины, появились первые канадские музеи. Способствовало развитию соответствующей инфрастуктуры и тот факт, что полоса берега у водопада оставалась в государственной собственности. На американском берегу стала развиваться промышленность: здесь строились различные заводы и фабрики, с помощью отводных каналов использующие энергию воды.
Во второй половине столетия среди интеллигенции и политиков США и Канады возникло массовое движение, ратующее за национализацию и сохранение водопада и прилегающей к нему территории в первозданном виде. Под многолетним давлением общественности власти Нью-Йорка и Онтарио основали две природоохранных зоны: «Ниагарскую резервацию» (ныне Niagara Falls State Park) и «Парк Королевы Виктории». С конца XIX века коммерческая деятельность внутри этих территорий существенно ограничена местными законами.
Тогда же, в конце XIX века, на Ниагаре были построены первые гидроэлектростанции, с одной стороны давшие толчок к взрывному развитию технологий, а с другой оказавшие ключевое влияние на собственно водопады. С этого времени значительная часть воды в реке минует обрывы, перенаправляясь по параллельным к реке туннелям на выработку электроэнергии. История первой половины XX века — это история споров и компромиссных решений между энергетиками и сторонниками сохранения (либо трансформации) водопада привлекательным для туристов виде. Ниагарский водопад сегодня — во многом искусственная конструкция, с помощью многочисленных инженерных проектов призванная усилить визуальный эффект и приостановить неизбежную эрозию.
Ниагарский водопад ежегодно привлекает миллионы посетителей со всего мира. Канадское государственное агентство оценило количество туристов, посетивших Парк Королевы Виктории в 2017 году, в 14 млн человек. Официальные власти Нью-Йорка заявили о 9,5 млн посетителей американского парка в 2019 году, однако журналисты издания The Buffalo News выразили сомнение в этом числе, назвав его сильно завышенным.";https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B0%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4
Нихалоевские водопады;"Нихалоевские (Нихалойские) водопады расположены на правом притоке реки Чанти-Аргун вблизи селения Нихалой (Шатойский район, Чечня) и представляют собой каскад из нескольких водопадов. Самый маленький из них имеет высоту 2 метра, самый высокий — 32 метра. Для удобства посещения на территории установлены лестницы и переходы.
Рядом с водопадами расположен спортивно-туристический комплекс с 8 деревянными коттеджами, летними беседками, рестораном, тренажёрным залом, гостиницей, полем для мини-футбола, теннисными кортами. Комплекс имеет площадь 13 тысяч м² и рассчитан на приём до 200 посетителей.
Поблизости от водопадов находится средневековая вайнахская башня.";https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D1%85%D0%B0%D0%BB%D0%BE%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B5_%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4%D1%8B
Ньюпешер;Ньюпеше́р (швед. Njupeskär) — самый высокий водопад в Швеции, высотой 125 метров, из которых 93 — свободного падения. Находится на территории национального парка Фулуфьеллет на северо-западе лена Даларна, на небольшой реке Ньюпон (швед. Njupån).;https://ru.wikipedia.org/wiki/%D0%9D%D1%8C%D1%8E%D0%BF%D0%B5%D1%88%D0%B5%D1%80
Ньяхуруру (водопад);"Ньяхуру́ру (англ. Nyahururu Falls) или То́мсонс-Фолс (англ. Thomson's Falls) — водопад в Кении, расположенный на реке Эвасо-Нарок, левого притока Эвасо-Нгиро (бассейн Джуббы), берущего начало у подножья хребта Абердэр. Высота падения воды 74 м. Водопад находится на северо-восточной окраине одноимённого города в округе Лайкипия, на высоте 2360 метров над уровнем моря.
Шотландский натуралист Джозеф Томсон был первым европейцем, достигшим водопада в 1883 году, поэтому он назвал его именем своего отца. Он также был первым европейцем, путешествовавшим из Момбасы к озеру Виктория в 1880-х годах.
Туман, созданный водопадом, питает влагой густой лес. Можно полюбоваться водопадами сверху (что делает большинство туристов), но есть также тропа, которая ведёт к нижней части ущелья. Вверх по течению от водопада находится один из самых высоких в Кении водоёмов, где живут бегемоты.";https://ru.wikipedia.org/wiki/%D0%9D%D1%8C%D1%8F%D1%85%D1%83%D1%80%D1%83%D1%80%D1%83_(%D0%B2%D0%BE%D0%B4%D0%BE%D0%BF%D0%B0%D0%B4)
Олоупена;"Олоупена — водопад высотой 900 метров, расположенный на гавайском острове Молокаи. Водопад окружён с двух сторон горами вулканического происхождения. Сам он довольно тонкий и отличается многочисленными переходами вниз с одного уровня на другой. Вода вниз не падает, а скользит по практически вертикальной скале, падая прямо в океан. Водопад глубоко врезался в скалы, поэтому его долгое время не могли найти.
Многие туристические компании на Гавайях предлагают туры к водопаду Олоупена. Полёты к нему на вертолёте требуют хороших погодных условий. Большинство фотографий этого объекта получено при помощи съёмки с воздуха.";https://ru.wikipedia.org/wiki/%D0%9E%D0%BB%D0%BE%D1%83%D0%BF%D0%B5%D0%BD%D0%B0
